Player,TEAM,TYPE,SEASON,AGE,GP,W,L,MIN,FGM,FGA,FGP,3PM,3PA,3PP,FTM,FTA,FTP,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,PTS,Plus_Minus,OffRtg,DefRtg,NetRtg,ASTP,AST/TO,AST Ratio,OREBP,DREBP,REBP,TO Ratio,eFGP,TSP,USGP,PACE,PIE
Bryce Dejean-Jones_2015-2016,NOP,Regular,2015-2016,23,14,8,6,20,2,4.9,40.6,0.9,2.3,37.5,0.8,1.5,52.4,0.6,2.9,3.4,1.1,0.8,0.7,0.1,1.2,0,0,5.6,-2.8,99.4,106.4,-7,7.6,1.36,14.4,2.8,17.5,9.3,10.6,49.3,50.5,14.1,96.87,7
CJ McCollum_2015-2016,POR,Regular,2015-2016,24,80,44,36,35,8,17.9,44.8,2.5,5.9,41.7,2.3,2.8,82.7,0.6,2.7,3.2,4.3,2.5,1.2,0.3,2.3,2,0,20.8,1.9,106.8,104.8,2,21.1,1.74,16.5,1.8,8.4,5,9.5,51.7,54.4,27,98.54,11.2
CJ Miles_2015-2016,IND,Regular,2015-2016,29,64,34,30,23,4,9.9,40.9,2.2,6,36.7,1.5,1.9,75,0.4,2.3,2.7,1,1.1,0.8,0.5,2.2,0,0,11.8,0,102.2,102.8,-0.5,6.9,0.9,7.7,1.9,11.2,6.5,8.5,52.1,54.7,22.5,101.03,8.2
CJ Watson_2015-2016,ORL,Regular,2015-2016,32,33,14,19,20,1.4,4.2,34.3,0.4,1.5,29.2,1,1.2,87.2,0.3,1.7,2,2.7,0.8,0.6,0.2,1.5,0,0,4.3,-1.5,104.9,107.3,-2.3,18,3.52,32.9,1.7,9.4,5.6,9.4,39.4,46.1,12,100.74,5.9
CJ Wilcox_2015-2016,LAC,Regular,2015-2016,25,23,15,8,7,1.1,2.9,39.4,0.4,1,39.1,0.4,0.5,75,0,0.5,0.5,0.4,0.1,0.4,0.1,0.7,0,0,3,1,106,97.2,8.8,9,5,12,0.7,6.3,3.7,2.4,46.2,49.1,20,98.35,7.3
Cameron Bairstow_2015-2016,CHI,Regular,2015-2016,25,18,4,14,6,0.7,2.2,32.5,0.1,0.3,20,0.4,0.4,87.5,0.2,1.3,1.6,0.3,0.2,0.1,0.2,1.1,0,0,1.9,-0.4,91.2,98.3,-7.1,9.1,1.5,11.2,3.8,23.5,13.6,7.5,33.8,39.1,19.8,102.75,5.2
Cameron Payne_2015-2016,OKC,Regular,2015-2016,21,57,44,13,12,2,4.9,41,0.6,1.9,32.4,0.3,0.4,79.2,0.2,1.3,1.5,1.9,0.8,0.6,0.1,1.4,0,0,5,-0.5,104.3,107.1,-2.8,24.1,2.45,24.5,1.4,12.1,6.7,10,47.5,49,20.6,97.6,8.9
Carl Landry_2015-2016,PHI,Regular,2015-2016,32,36,5,31,16,3.9,6.9,55.6,0.2,0.4,46.2,1.9,2.5,73.6,1.4,2.7,4.1,0.9,0.6,0.3,0.3,1.9,0,0,9.8,-3.1,102,112.3,-10.4,10.2,1.45,9.3,9,20.2,14.2,6.4,56.8,60.5,23.9,100.38,13.3
Carmelo Anthony_2015-2016,NYK,Regular,2015-2016,32,72,32,40,35,7.9,18.2,43.4,1.5,4.3,33.9,4.6,5.6,82.9,1.4,6.4,7.7,4.2,2.4,0.9,0.5,2.5,22,0,21.8,-0.6,105.1,105.8,-0.7,20.9,1.7,15.3,4.3,19.5,12.1,9,47.4,53,29.5,95.84,14.3
Caron Butler_2015-2016,SAC,Regular,2015-2016,36,17,2,15,10,1.5,3.5,42.4,0.2,1.1,16.7,0.6,0.7,83.3,0.3,1,1.3,0.6,0.2,0.5,0.1,1.1,0,0,3.7,-2.4,93.3,105.6,-12.4,9.9,3.33,12.9,2.9,11.5,6.8,3.9,44.9,49,16.3,102.12,7.5
Chandler Parsons_2015-2016,DAL,Regular,2015-2016,27,61,29,32,30,5.2,10.7,49.2,1.7,4.1,41.4,1.5,2.2,68.4,0.5,4.2,4.7,2.8,1.6,0.8,0.3,1.9,3,0,13.7,-0.1,105.4,104.2,1.3,15.8,1.78,17.3,1.8,15.8,8.9,9.7,57.1,58.9,20.8,95.94,11.5
Channing Frye_2015-2016,CLE,Regular,2015-2016,33,70,35,35,17,2.2,5,43.8,1.3,3.4,38.7,0.4,0.5,85.7,0.5,2.8,3.3,1,0.6,0.4,0.4,1.8,0,0,6.1,1.5,105.9,102.1,3.7,8.6,1.65,14.9,3.3,19.2,11.1,9,56.9,58.6,15.6,94.67,8.8
Charles Hayes_2015-2016,HOU,Regular,2015-2016,33,2,1,1,12,0.5,1,50,0,0,0,1,1,100,0,4,4,1,1.5,0,0,3,0,0,2,-1.5,89.1,91,-2,13.3,0.67,25.4,0,28.6,16,38.1,50,69.4,11.2,103.96,5.4
Charlie Villanueva_2015-2016,DAL,Regular,2015-2016,31,62,29,33,11,2,5.3,38.2,0.8,2.8,27.3,0.4,0.4,91.7,0.4,2.1,2.5,0.4,0.5,0.3,0.2,1.1,0,0,5.1,-1.4,98.7,106.6,-7.9,6.3,0.77,6.1,3.6,21.3,12,7.9,45.4,47.3,24.4,98.49,8.4
Chase Budinger_2015-2016,PHX,Regular,2015-2016,28,66,29,37,14,1.6,3.6,43.5,0.4,1.3,27.9,0.6,0.8,69.6,0.7,1.6,2.3,1,0.7,0.5,0.2,0.9,0,0,4.1,0,102.6,102.8,-0.1,9.8,1.45,17.2,4.8,12.9,8.7,11.8,48.5,51.4,14.2,99.38,7.4
Chris Andersen_2015-2016,MEM,Regular,2015-2016,37,27,11,16,15,1.4,2.7,52.8,0.1,0.5,28.6,0.9,1.3,69.4,1.3,2.3,3.6,0.4,0.3,0.6,0.5,1.1,0,0,3.9,-2.6,101.4,112.1,-10.7,4.5,1.33,11,10,19.1,14.3,8.3,55.6,59.8,10.9,93.23,9.5
Chris Bosh_2015-2016,MIA,Regular,2015-2016,32,53,29,24,34,6.8,14.5,46.7,1.5,4.2,36.5,4,5.1,79.5,0.9,6.5,7.4,2.4,1.5,0.7,0.6,1.9,15,0,19.1,0.6,102,100.3,1.7,12.9,1.64,11.7,3.2,21.1,12.4,7.1,52,57.1,25.3,94.5,15.1
Chris Copeland_2015-2016,MIL,Regular,2015-2016,32,24,10,14,7,0.7,2.1,33.3,0.4,1.5,27.8,0.3,0.3,85.7,0,0.4,0.4,0.5,0.3,0.1,0,0.7,0,0,2.1,-3.3,93.2,119.4,-26.2,12,1.83,15.5,0.7,7.3,3.7,8.4,43.1,46.2,17.7,93.54,2.6
Chris Johnson_2015-2016,UTA,Regular,2015-2016,26,70,38,32,12,1,2.8,37.1,0.4,1.4,27.3,0.5,0.6,81,0.4,1.5,1.9,0.6,0.6,0.5,0.3,1.4,0,0,2.9,0,102.2,97.7,4.6,8.2,1.13,15.1,3.7,13.4,8.7,13.4,44.1,48.2,13.7,94.72,5.3
Chris Kaman_2015-2016,POR,Regular,2015-2016,34,16,11,5,7,1.3,2.7,46.5,0.1,0.3,25,0.2,0.2,100,0.4,1.1,1.5,0.7,0.5,0.1,0.1,0.9,0,0,2.8,-1.9,93.4,106.6,-13.2,18.6,1.38,17.4,7.7,17,12.6,12.6,47.7,49.6,21.3,94.71,8.1
Chris McCullough_2015-2016,BKN,Regular,2015-2016,21,24,7,17,15,1.8,4.5,40.4,0.5,1.4,38.2,0.5,1,47.8,1,1.8,2.8,0.4,0.6,1.2,0.5,1.6,0,0,4.7,-5,100.2,116.3,-16.1,3.8,0.6,6.3,7.4,14.5,10.7,10.5,46.3,47,16,98.91,5.6
Chris Paul_2015-2016,LAC,Regular,2015-2016,31,74,50,24,33,7,15.1,46.2,1.6,4.4,37.1,4,4.4,89.6,0.5,3.7,4.2,10,2.6,2.1,0.2,2.5,38,0,19.5,7.5,111.7,99.8,11.9,49.3,3.8,33.7,1.8,11.9,7,8.9,51.7,57.5,26.9,98.74,18.4
Christian Wood_2015-2016,PHI,Regular,2015-2016,20,17,0,17,9,1.3,3.1,41.5,0.2,0.6,36.4,0.8,1.2,61.9,0.8,1.5,2.2,0.2,0.1,0.3,0.4,0.6,0,0,3.6,-2.9,95.4,108.9,-13.5,3.5,1.5,4.5,8.2,19.2,13.1,3,45.3,49,18.7,105.57,9.4
Cleanthony Early_2015-2016,NYK,Regular,2015-2016,25,17,6,11,9,0.7,2.4,30,0.2,0.9,26.7,0.2,0.2,75,0.2,1.3,1.5,0.4,0.5,0.1,0.2,0.9,0,0,1.8,0,96.2,95.7,0.4,5.8,0.67,10.6,2.8,14.6,8.8,15.9,35,37.1,14.8,95.95,2.2
Cliff Alexander_2015-2016,POR,Regular,2015-2016,20,8,3,5,5,0.6,1.3,50,0,0,0,0,0,0,0.3,0.5,0.8,0,0.1,0.1,0.3,0.1,0,0,1.3,-1.6,93.3,108.5,-15.1,0,0,0,8.7,11.8,10.5,9.1,50,50,15.1,95.82,7.4
Clint Capela_2015-2016,HOU,Regular,2015-2016,22,77,39,38,19,3,5.2,58.2,0,0,0,1,2.7,37.9,2.5,3.9,6.4,0.6,0.8,0.8,1.2,2.5,10,0,7,1.3,106.2,103.1,3.1,5,0.78,7.9,14.1,22.5,18.2,10.1,58.2,55.3,15.9,99.82,10.5
Cody Zeller_2015-2016,CHA,Regular,2015-2016,23,73,42,31,24,3.2,6,52.9,0,0.1,10,2.4,3.2,75.4,1.9,4.3,6.2,1,0.9,0.8,0.9,2.8,5,0,8.7,2.2,107.6,103.2,4.4,6.1,1.04,10.5,8.6,20.1,14.3,10,53,59.2,15.4,97.92,9.5
Cole Aldrich_2015-2016,LAC,Regular,2015-2016,27,60,41,19,13,2.2,3.8,59.6,0,0,0,1,1.4,71.4,1.4,3.4,4.8,0.8,1.1,0.8,1.1,2.3,3,0,5.5,-0.4,100.7,99.8,1,10.7,0.78,13.3,12.2,28.4,20.3,17,59.6,62.6,19,95.9,14.6
Corey Brewer_2015-2016,HOU,Regular,2015-2016,30,82,41,41,20,2.6,6.7,38.4,0.7,2.7,27.2,1.3,1.7,75,0.5,1.9,2.4,1.3,1,1,0.2,2,0,0,7.2,-1.1,102.1,104.3,-2.2,10.2,1.4,13.6,2.7,10.2,6.4,9.7,43.9,48.1,17.6,102.12,6
Cory Jefferson_2015-2016,PHX,Regular,2015-2016,25,8,2,6,6,1.1,2.8,40.9,0,0.1,0,0.5,0.8,66.7,0.8,1.3,2,0,0,0,0.1,1,0,0,2.8,-0.6,97.1,107.3,-10.2,0,0,0,12.2,19.6,16,0,40.9,44.6,20.9,100.04,7
Cory Joseph_2015-2016,TOR,Regular,2015-2016,24,80,54,26,26,3.2,7.3,43.9,0.4,1.4,27.3,1.7,2.2,76.4,0.5,2.1,2.6,3.1,1.3,0.8,0.3,1.6,0,0,8.5,3.4,107.1,100.2,6.9,19.9,2.45,24.7,2.1,9.2,5.8,10.1,46.5,51.2,17,95.41,8.9
Coty Clarke_2015-2016,BOS,Regular,2015-2016,23,3,0,3,2,0.7,1.3,50,0.7,0.7,100,0,0,0,0,0.3,0.3,0,0.3,0,0,0,0,0,2,1.3,153.1,128.7,24.4,0,0,0,0,33.3,12.5,20,75,75,36.3,93.66,11.8
Courtney Lee_2015-2016,CHA,Regular,2015-2016,30,79,49,30,30,3.7,8.1,45.4,1,2.7,37.8,1.3,1.5,83.9,0.4,2.2,2.6,1.7,0.9,1.1,0.4,1.7,0,0,9.6,1.9,106.2,103.3,2.9,8.8,1.89,15.1,1.4,8.7,5,8,51.8,55.1,15,95.81,7.1
Cristiano Felicio_2015-2016,CHI,Regular,2015-2016,23,31,14,17,10,1.3,2.3,55.6,0,0.1,0,0.8,1.1,71.4,1,2.3,3.3,0.8,0.4,0.2,0.4,1,0,0,3.4,1.7,107,101.4,5.6,11.5,2,20.6,10.9,25.2,18.1,10.3,55.6,60.1,13.6,97.14,12.3
DAngelo Russell_2015-2016,LAL,Regular,2015-2016,20,80,17,63,28,4.9,12,41,1.6,4.6,35.1,1.8,2.4,73.7,0.6,2.8,3.4,3.3,2.5,1.2,0.2,1.8,1,0,13.2,-6.8,97.3,110.3,-13,21.3,1.36,17.7,2.1,11.3,6.5,13.1,47.8,50.7,24.1,97.69,8.8
D.J. Augustin_2015-2016,DEN,Regular,2015-2016,28,62,35,27,19,2.4,5.6,42.3,1.1,2.7,40.5,1.7,2.1,80.5,0.1,1.4,1.5,3.2,1.4,0.6,0.1,1.4,2,0,7.5,-0.5,104.4,105.8,-1.4,25.7,2.36,28.8,0.8,8.1,4.6,12.2,52,57.5,18.3,98.37,9.8
Dahntay Jones_2015-2016,CLE,Regular,2015-2016,35,1,0,1,42,6,14,42.9,1,2,50,0,0,0,1,4,5,2,0,1,2,6,0,0,13,-1,104.3,110.4,-6.1,6.7,0,12.5,2.8,11.4,7,0,46.4,46.4,15.7,92.42,4.7
Damian Lillard_2015-2016,POR,Regular,2015-2016,25,75,40,35,36,8.2,19.7,41.9,3.1,8.1,37.5,5.5,6.2,89.2,0.6,3.4,4,6.8,3.2,0.9,0.4,2.2,15,0,25.1,1.3,108.1,107.3,0.9,33,2.12,21.1,1.8,10.5,6.1,10,49.7,56,31,99.4,14.3
Damien Inglis_2015-2016,MIL,Regular,2015-2016,21,20,5,15,8,0.7,1.9,35.1,0.2,0.7,23.1,0.4,0.4,87.5,0.1,1.5,1.6,0.5,0.6,0.3,0.2,0.6,0,0,1.8,-2.2,88.9,98.9,-10,11.2,0.91,16.3,1.6,19.5,11.3,17.9,39.2,44.4,15.8,95.38,7.6
Damjan Rudez_2015-2016,MIN,Regular,2015-2016,30,33,9,24,8,0.8,1.9,40.3,0.5,1.5,34,0.2,0.2,100,0.2,0.5,0.6,0.3,0.4,0.1,0,1,0,0,2.3,-0.4,105.6,107.7,-2.1,5.8,0.85,12.3,2.2,6.5,4.3,14.5,54,57.2,12.6,97.47,2.5
Danilo Gallinari_2015-2016,DEN,Regular,2015-2016,27,53,22,31,35,5.4,13.2,41,1.6,4.5,36.4,7.1,8.2,86.8,1,4.3,5.3,2.5,1.5,0.8,0.4,1.6,3,0,19.5,-1.9,103.4,106.9,-3.5,12.2,1.75,12.2,3,14.3,8.5,7,47.2,58.2,22.8,98.46,12.4
Danny Green_2015-2016,SAS,Regular,2015-2016,29,79,65,14,26,2.7,7.1,37.6,1.5,4.4,33.2,0.4,0.6,73.9,0.6,3.2,3.8,1.8,0.9,1,0.8,1.8,0,0,7.2,6.4,108,95.3,12.7,9.2,1.88,17.7,2.6,13.4,8.2,9.4,48,49.2,14.5,95.12,7
Dante Cunningham_2015-2016,NOP,Regular,2015-2016,29,80,28,52,25,2.3,5.2,45.1,0.7,2.2,31.6,0.7,1,69.5,0.7,2.2,3,1,0.5,0.5,0.4,2.2,0,0,6.1,-3.5,102.7,109.1,-6.4,5.6,1.88,13.6,3.1,10.8,6.8,7.2,51.8,54,11.1,98.52,4.7
Darrell Arthur_2015-2016,DEN,Regular,2015-2016,28,70,26,44,22,3.2,7,45.2,0.6,1.7,38.5,0.6,0.8,75.5,1.2,3,4.2,1.4,0.9,0.8,0.7,2.6,2,0,7.5,-0.7,101.4,103.5,-2.1,10.2,1.45,14.2,6.2,15.1,10.6,9.8,49.8,51.4,16.8,98.24,7.9
Darren Collison_2015-2016,SAC,Regular,2015-2016,28,74,29,45,30,5.1,10.5,48.6,1.2,2.9,40.1,2.6,3.1,85.8,0.4,1.9,2.3,4.3,1.8,1,0.1,1.9,4,0,14,-0.9,104.8,107.2,-2.4,21.9,2.45,24,1.4,7,4.2,9.8,54.2,59.1,19.3,101.66,10.6
Darrun Hilliard_2015-2016,DET,Regular,2015-2016,23,38,17,21,10,1.4,3.4,39.7,0.5,1.3,38,0.8,1.1,72.5,0.1,1.1,1.2,0.7,0.5,0.2,0,0.7,0,0,4,-0.1,102.3,102.4,-0.1,11.7,1.42,13.9,1.4,11.5,6.4,9.8,46.9,51.1,19.8,96.14,7.3
David Lee_2015-2016,DAL,Regular,2015-2016,33,55,27,28,16,3.2,6.1,53.1,0,0,0,1.3,1.7,76.3,1.8,3.7,5.5,1.5,1.2,0.4,0.5,2.1,4,0,7.8,-1.5,99.3,102.3,-3,16.2,1.27,16,12.2,24.7,18.4,12.5,53.1,56.8,21.5,99.79,13.8
David West_2015-2016,SAS,Regular,2015-2016,35,78,63,15,18,3.1,5.7,54.5,0,0.1,42.9,0.8,1,78.8,0.9,3,4,1.8,0.9,0.6,0.7,1.8,1,0,7.1,4.2,107.1,95.2,11.8,15,2.1,20.6,6.1,18.7,12.6,9.8,54.8,57.3,17.9,96.6,12
DeAndre Jordan_2015-2016,LAC,Regular,2015-2016,27,77,51,26,34,4.6,6.6,70.3,0,0,0,3.5,8,43,3.5,10.3,13.8,1.2,1.4,0.7,2.3,2.7,49,0,12.7,5.7,110.5,100.3,10.2,5.1,0.84,9.2,11.5,32.1,22.1,10.9,70.3,62.8,15.4,98.21,14.1
DeJuan Blair_2015-2016,WAS,Regular,2015-2016,27,29,12,17,8,1,2.3,41.2,0,0,0,0.2,0.4,38.5,0.7,1.3,2,0.4,0.5,0.3,0.1,1.8,0,0,2.1,-1.4,98,109.4,-11.4,7.7,0.73,11,9.7,20.3,14.7,15,41.2,41.4,17.2,101.77,1.6
DeMar DeRozan_2015-2016,TOR,Regular,2015-2016,26,78,53,25,36,7.9,17.7,44.6,0.6,1.8,33.8,7.1,8.4,85,0.8,3.7,4.5,4,2.2,1,0.3,2.1,3,0,23.5,2.2,107.1,104.1,3,20.8,1.8,14.6,2.7,11.6,7.2,8.1,46.3,55,29.7,95.9,13.9
DeMarcus Cousins_2015-2016,SAC,Regular,2015-2016,25,65,29,36,35,9.2,20.5,45.1,1.1,3.2,33.3,7.3,10.2,71.8,2.4,9.1,11.5,3.3,3.8,1.6,1.4,3.6,47,1,26.9,0.6,104.4,104.4,0,16.7,0.86,10.3,7.8,27.4,17.9,11.9,47.7,53.8,35.2,103.39,15.6
DeMarre Carroll_2015-2016,TOR,Regular,2015-2016,29,26,16,10,30,4,10.4,38.9,1.8,4.5,39,1.2,1.9,60,1.2,3.5,4.7,1,1.1,1.7,0.2,2.4,0,0,11,1.7,104.6,101.9,2.7,5.6,0.96,7.8,4.3,13.4,8.7,8.1,47.4,49,17.9,96.79,7.1
Delon Wright_2015-2016,TOR,Regular,2015-2016,24,27,19,8,9,1.3,3,45,0.2,0.5,38.5,1,1.3,74.3,0.3,1.1,1.4,1.1,0.6,0.3,0.1,0.3,0,0,3.8,0.5,105.8,100.6,5.2,22.6,1.94,21.8,4,13.6,9,11.2,48.1,54,22.6,94.67,12.4
Dennis Schroder_2015-2016,ATL,Regular,2015-2016,22,80,47,33,20,4.1,9.8,42.1,1,3,32.2,1.8,2.3,79.1,0.3,2.2,2.6,4.4,2.3,0.9,0.1,1.7,2,0,11,2.8,103.5,95.7,7.8,36.8,1.91,25.1,1.8,12.3,7.2,13.1,47.1,51,29.3,98.03,12.1
Deron Williams_2015-2016,DAL,Regular,2015-2016,32,65,31,34,32,4.9,11.9,41.4,1.5,4.3,34.4,2.8,3.2,86.9,0.3,2.6,2.9,5.8,2.3,0.9,0.2,2.4,4,0,14.1,0,104.3,104,0.4,29.5,2.52,27.1,1,8.8,5,10.8,47.7,53,22.1,96.25,10
Derrick Favors_2015-2016,UTA,Regular,2015-2016,24,62,30,32,32,6.7,13.1,51.5,0,0.1,0,2.9,4.1,70.9,2.7,5.4,8.1,1.5,1.7,1.2,1.5,2.4,19,0,16.4,1.6,104.4,103.3,1.1,8.6,0.9,8.4,10.2,20,15.1,9.3,51.5,55.1,23.9,93.03,14
Derrick Rose_2015-2016,CHI,Regular,2015-2016,27,66,32,34,32,6.8,15.9,42.7,0.7,2.3,29.3,2.2,2.7,79.3,0.7,2.7,3.4,4.7,2.7,0.7,0.2,1.3,1,0,16.4,-2.5,101.6,105.8,-4.2,25,1.78,19.3,2.3,8.6,5.5,10.9,44.8,47.9,27,99.12,9.4
Derrick Williams_2015-2016,NYK,Regular,2015-2016,25,80,32,48,18,3.2,7.1,45,0.6,1.9,29.3,2.4,3.2,75.8,0.6,3.1,3.7,0.9,0.8,0.4,0.1,0.9,4,0,9.3,-2.6,98.8,106.3,-7.5,9.6,1.23,9.2,3.5,19.1,11.2,7.5,48.8,55,23.4,96.15,12.7
Devin Booker_2015-2016,PHX,Regular,2015-2016,19,76,20,56,28,4.8,11.4,42.3,1.3,3.8,34.3,2.8,3.4,84,0.4,2.1,2.5,2.6,2.1,0.6,0.3,3,3,0,13.8,-4.9,98.9,108.5,-9.6,16.2,1.25,14.9,1.4,8.3,4.8,11.9,48,53.5,23.1,100.53,7.4
Devin Harris_2015-2016,DAL,Regular,2015-2016,33,64,35,29,20,2.6,5.8,44.7,0.8,2.5,32.9,1.6,2.2,72.1,0.3,1.9,2.2,1.8,1,0.9,0.2,1.9,0,0,7.6,-1.4,101.3,102.9,-1.6,14.9,1.79,19,1.5,10.2,5.9,10.7,51.6,55.9,17.5,99.25,8.3
Devyn Marble_2015-2016,ORL,Regular,2015-2016,23,28,12,16,9,0.8,2.5,29.6,0.3,1.1,25,0.4,0.9,41.7,0.2,1.1,1.4,0.4,0.3,0.5,0,0.9,0,0,2.1,-0.5,97,101.2,-4.2,7.2,1.71,11.9,2.3,13.4,7.6,7,35.2,36.8,15.5,99.38,2.9
Dewayne Dedmon_2015-2016,ORL,Regular,2015-2016,26,58,21,37,12,1.7,3.1,55.9,0,0,0,1,1.3,75,1.2,2.8,3.9,0.2,0.6,0.4,0.8,1.9,1,0,4.4,-0.6,101,103.8,-2.7,2.9,0.41,5.1,10.8,25,18,12.5,55.9,60.6,15.2,98.06,10.9
Dion Waiters_2015-2016,OKC,Regular,2015-2016,24,78,53,25,28,3.6,9.1,39.9,1.1,3.1,35.8,1.4,2,71.3,0.5,2.1,2.6,2,1.5,1,0.2,1.8,0,0,9.8,2.7,109.1,105.4,3.7,10.3,1.28,14.7,1.9,8.2,5.2,11.4,46,49.2,17.6,99.97,5.8
Dirk Nowitzki_2015-2016,DAL,Regular,2015-2016,38,75,38,37,32,6.6,14.8,44.8,1.7,4.6,36.8,3.3,3.7,89.3,0.7,5.8,6.5,1.8,1.1,0.7,0.7,2.1,10,0,18.3,3.4,107.7,104.1,3.6,9.6,1.57,9.1,2.5,20.2,11.5,5.8,50.4,55.5,25.5,95.62,13.4
Donald Sloan_2015-2016,BKN,Regular,2015-2016,28,61,13,48,22,2.5,5.7,44,0.6,1.6,38.4,1.3,1.7,75,0.3,2.6,2.8,4.4,1.3,0.5,0.1,1.2,3,0,7,-2,103.2,108.3,-5.1,29.3,3.35,36,1.5,13.1,7.3,10.8,49.4,53.6,16.5,96.87,9.9
Donatas Motiejunas_2015-2016,HOU,Regular,2015-2016,25,37,19,18,15,2.4,5.5,43.9,0.4,1.5,28.1,0.9,1.4,64.2,1,1.9,2.9,1.1,1.2,0.5,0.1,1.9,0,0,6.2,1.2,105.8,101.2,4.6,11.6,0.93,13.1,7.7,14,10.9,14,47.8,50.4,21.7,100.24,6.6
Doug McDermott_2015-2016,CHI,Regular,2015-2016,24,81,41,40,23,3.6,8,45.2,1.4,3.2,42.5,0.9,1,85.7,0.5,2,2.4,0.7,0.7,0.2,0.1,1.6,0,0,9.4,-0.8,101.1,104.8,-3.7,4.9,1.11,7.4,2.1,9,5.5,6.7,53.7,56.1,17.1,98.97,6.9
Draymond Green_2015-2016,GSW,Regular,2015-2016,26,81,73,8,35,5,10.1,49,1.2,3.2,38.8,2.8,4.1,69.6,1.7,7.8,9.5,7.4,3.2,1.5,1.4,3,33,13,14,13.2,116.4,97.5,18.9,27.7,2.31,32.8,5.6,22.2,14.6,14.2,55.1,58.7,18.6,103.2,13.6
Drew Gooden_2015-2016,WAS,Regular,2015-2016,34,30,18,12,10,1.1,3.4,32,0.2,1.4,17.1,0.3,0.5,64.3,0.9,1.9,2.8,0.4,0.4,0.3,0.4,1.3,2,0,2.7,-2.8,98,109.9,-12,6.6,1,9.6,9.3,23.4,15.6,9.6,35.4,37.6,17.4,100.98,4.8
Duje Dukan_2015-2016,SAC,Regular,2015-2016,24,1,0,1,24,2,10,20,2,5,40,0,0,0,2,2,4,1,0,1,0,2,0,0,6,-8,85.9,104,-18.1,6.7,0,9.1,6.3,8,7,0,30,30,16,102.36,1.3
Dwight Howard_2015-2016,HOU,Regular,2015-2016,30,71,34,37,32,5.2,8.5,62,0,0.1,0,3.3,6.7,48.9,3.4,8.4,11.8,1.4,2.3,1,1.6,3.1,38,0,13.7,0.2,105.4,105.1,0.2,7.1,0.59,9.1,11.7,29.3,20.6,15.5,62,60.4,18.7,98.96,12.8
Dwight Powell_2015-2016,DAL,Regular,2015-2016,24,69,35,34,14,2.1,4.3,49.3,0,0.2,12.5,1.5,2.1,73.9,1.2,2.7,4,0.6,0.6,0.5,0.3,1.7,3,0,5.8,-1.2,99.8,100.8,-1,7.7,1.1,9.9,9.1,21.4,15.1,9,49.7,55.7,18.2,97.83,11.7
Dwyane Wade_2015-2016,MIA,Regular,2015-2016,34,74,43,31,31,7.3,16,45.6,0.1,0.6,15.9,4.4,5.5,79.3,1.1,3,4.1,4.6,2.7,1.1,0.6,1.6,2,0,19,-0.1,104.9,103.9,1,26.7,1.69,18,4.2,10.8,7.6,10.6,45.9,51.7,31.5,96.04,13.1
ETwaun Moore_2015-2016,CHI,Regular,2015-2016,27,59,29,30,21,3.2,6.6,48.1,0.8,1.8,45.2,0.4,0.6,62.9,0.3,1.9,2.3,1.7,0.9,0.6,0.3,1.7,0,0,7.5,-0.6,103.6,104.6,-1,11.8,1.87,17.8,1.7,9.2,5.6,9.5,54.1,54.8,16,98.31,7.3
Ed Davis_2015-2016,POR,Regular,2015-2016,27,81,43,38,21,2.5,4.2,61.1,0,0,0,1.4,2.5,55.9,2.8,4.6,7.4,1.1,0.8,0.7,0.9,2.5,9,0,6.5,0.3,104.6,103.2,1.4,7.8,1.38,15.2,14.2,23.9,19,11.1,61.1,61.6,12.8,97.21,12.3
Elfrid Payton_2015-2016,ORL,Regular,2015-2016,22,73,32,41,29,4.4,10,43.6,0.4,1.3,32.6,1.5,2.6,58.9,1.1,2.5,3.6,6.4,2.4,1.2,0.3,2.2,14,1,10.7,-0.9,102.3,104.4,-2.1,31.7,2.64,32,3.8,9.6,6.6,12.1,45.6,47.8,20.1,98.85,9.1
Elijah Millsap_2015-2016,UTA,Regular,2015-2016,28,20,9,11,9,0.6,2,28.2,0.1,0.6,8.3,0.7,0.9,72.2,0.3,1.5,1.8,1,0.5,0.4,0.2,1.7,0,0,1.8,1.1,102.6,96,6.6,16.4,2.11,25.4,3.8,17.9,10.9,12,29.5,38.4,14.6,95.3,4.1
Elliot Williams_2015-2016,MEM,Regular,2015-2016,27,5,4,1,9,0.4,2,20,0.2,0.8,25,0.6,0.8,75,0.2,0.6,0.8,0.8,0.2,0,0,0.4,0,0,1.6,-0.6,99.6,100.2,-0.6,14.3,4,23.9,2.6,7.9,5.2,6,25,34,13.7,93.13,2.3
Elton Brand_2015-2016,PHI,Regular,2015-2016,37,17,2,15,13,1.8,4.2,43.1,0,0.1,0,0.5,0.5,88.9,0.5,3.2,3.7,1.1,0.6,0.5,0.5,1.9,1,0,4.1,-2.2,91.6,97.3,-5.6,14.2,1.64,17.1,3.6,24.5,13.5,10.5,43.1,46.1,17.4,100.82,9.5
Emmanuel Mudiay_2015-2016,DEN,Regular,2015-2016,20,68,29,39,30,4.8,13.3,36.4,1.1,3.4,31.9,2.1,3.1,67,0.5,2.9,3.4,5.5,3.2,1,0.5,2.1,4,0,12.8,-1.7,103.3,107.1,-3.7,28.1,1.71,23.5,1.7,10.7,6.1,13.7,40.4,43.7,25.3,99.36,6.8
